turbine_type,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.2,4.5,5.0,5.2,5.5,6.0,6.2,6.5,7.0,7.5,8.0,8.1,8.5,8.8,9.0,9.5,10.0,10.2,10.5,11.0,11.1,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0
E48/800,,,0.0,,0.0,,5000.0,,25000.0,,,60000.0,,,110000.0,,,180000.0,,275000.0,,,,400000.0,,555000.0,,,671000.0,,,750000.0,,790000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,810000.0,,,,,,,,,,,,,,,,,,,,
E-115/3200,,,0.0,,3000.0,,49000.0,,155000.0,,,339000.0,,,628000.0,,,1036000.0,,1522000.0,,,,2215000.0,,2677000.0,,,3030000.0,,,3177000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,3200000.0,,,,,,,,,,,,,,,,,,,,
E-101/3500,,,0.0,,3000.0,,37000.0,,116000.0,,,253000.0,,,469000.0,,,775000.0,,1175000.0,,,,1680000.0,,2280000.0,,,2810000.0,,,3200000.0,,3400000.0,,3465000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,3500000.0,,,,,,,,,,,,,,,,,,,,
E-126/4200,,,0.0,,0.0,,58000.0,,185000.0,,,400000.0,,,745000.0,,,1200000.0,,1790000.0,,,,2450000.0,,3120000.0,,,3660000.0,,,4000000.0,,4150000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,4200000.0,,,,,,,,,,,,,,,,,,,,
E-101/3050,0.0,0.0,0.0,0.0,3000.0,22000.0,49000.0,92000.0,155000.0,,240000.0,339000.0,,480000.0,628000.0,,830000.0,1035000.0,1292000.0,1549000.0,,1820000.0,,2090000.0,2350000.0,2580000.0,,2775000.0,2900000.0,,2980000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-115/3000,,,0.0,,3000.0,,48500.0,,155000.0,,,339000.0,,,627500.0,,,1035500.0,,1549000.0,,,,2090000.0,,2580000.0,,,2900000.0,,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,3000000.0,,,,,,,,,,,,,,,,,,,,
E-82/3000,,,0.0,,0.0,,25000.0,,82000.0,,,174000.0,,,321000.0,,,525000.0,,800000.0,,,,1135000.0,,1510000.0,,,1880000.0,,,2200000.0,,2500000.0,,2770000.0,,2910000.0,,3000000.0,,3020000.0,,3020000.0,,3020000.0,,3020000.0,,3020000.0,,3020000.0,,3020000.0,,3020000.0,,3020000.0,,,,,,,,,,,,,,,,,,,,
E-92/2350,,,0.0,,3600.0,,29900.0,,98200.0,,,208300.0,,,384300.0,,,637000.0,,975800.0,,,,1403600.0,,1817800.0,,,2088699.9999999998,,,2237000.0,,2300000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,,,,,,,,,,,,,,,,,,,
E-82/2350,,,0.0,,3000.0,,25000.0,,82000.0,,,174000.0,,,321000.0,,,532000.0,,815000.0,,,,1180000.0,,1580000.0,,,1890000.0,,,2100000.0,,2250000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,2350000.0,,,,,,,,,,,,,,,,,,,,
